رقم الصنف,الوصف,عدد الباركودات,الباركودات
51078,سائل جلي نايس ميجا 1 لتر - NISC MEGA,3,6253501832180 | 6253501832197 | 6253501832234
51079,سائل جلي نايس ميجا 500 مل - NISC,2,6253501833750 | 6253501833767
51080,سائل جلي جولدن 1 لتر تفاح - GOLDEN,4,6251059733201 | 26251059303206 | 6251059302209 | 6251059303206
51081,سائل جلي بيتي 750 مل برائحة البابونج,3,6251120304859 | 6251120304804 | 6251120304903
51085,معجون جلي صن جلو 3 كيلو - SUN GLOW,1,2005923310355
51086,سائل جلي صن جلو 750مل - تفاح / sunglow,1,2005923310348
51091,سائل جلي لاكسيز 4لتر برائحة التفاح الأخضر,3,6253010894396 | 6253010894389 | 6253010894402
51095,سائل جلي ميجا 1.5 لتر,1,7290104932700
51102,سائل جلي سبارك 1 لتر Spark - زهور,4,7290108350555 | 7290107280761 | 7290108350548 | 7290108350531
51111,سائل جلي ريفان 600 مل rivan تفاح,1,2005601671473
51113,سائل جلي فيفيت 4 لتر Vivit برائحة الفراولة,4,20220010849 | 20220010863 | 20220010894 | 20220010887
51115,معجون جلي داكس ون 1.2 جرام DAX ONE,1,2000284154251
51118,,2,7290011011956 | 7290011011949
51119,سائل جلي بريل ليمون  صغيرة - اخضر  -,1,6221143069899
51130,,1,6546456456458
51136,,1,2005958466036
51139,سائل جلي لمسة جمال 500 مل,1,2025062811447
51140,سائل  غسيل  لمسة جمال 500 مل,2,2025050264262 | 2025062811027
51142,,1,6253803256721
51149,,4,8001090184412 | 4084500183025 | 4015400957973 | 4084500183087
51158,,2,6253339113048 | 6253339113086
51160,,1,7290019291169
51162,,1,7290011442804
51165,سائل جلي اخضر فيري اسرائيلي 900 مل,2,8001090502094 | 8001090502216
51174,,1,6233445544554
51177,,2,8699243692510 | 8699243692534
51179,,2,6223017450505 | 6223017450369
51180,,1,7290001245798
51183,,1,7290012545771
51185,,1,8001090349590
52001,معجون بلاط العملاق 1000 جرام,1,6253009212064
52003,معطر ارضيات بونو العود 700 مل Bono,6,6251059570950 | 6251059596950 | 6251059512349 | 6251059514343 | 6251059511342 | 6251059513346
52004,معطر ارضيات رتسباز فرش بسفلورا 2 لتر,6,7290003015634 | 7290012117350 | 7290013268884 | 7290003015641 | 7290012823589 | 7290003015627
52005,,7,7290014397767 | 7290108351613 | 7290013268242 | 7290014397774 | 7290014397781 | 7290107280822 | 7290108352450
52006,معطر ارضيات روزس زهر 1 لتر Roses,4,7290104932328 | 7290104932755 | 7290104932465 | 8697460574602
52007,معطر ارضيات سوبر بريق 1 لتر Super,1,6251637000589
52009,معطر بلاط اكسبرس روزان احمر 1 لتر,2,6373275275287 | 4537867539399
52010,معطر بلاط برافولي 1 لتر / زهري,1,6253506530562
52011,معطر بلاط ليلوم برائحة الياسمين,1,6259384043064
52012,معطر روزان نسيم الحدائق 100 مل - غسيل,5,141275232014 | 123577856778 | 869437423400 | 123577856891 | 123577856785
52013,معطر ومنظف اجاكس للارضيات 1 لتر براحة,3,7290111934575 | 7290111934568 | 8693495409438
52014,معطر ومنظف اجاكس للارضيات 1.5 لتر,8,8714789791913 | 8714789402970 | 8714789402918 | 8718951038738 | 8714789402932 | 8718951354807 | 8718951349414 | 8718951731202
52020,,1,8693023012567
52021,منظف ارضيات ماجيك 4 لتر,6,7290010613090 | 7290001246498 | 7290013224620 | 7290001245415 | 7290014555013 | 7290015640527
52022,منظف ديتول للارضيات براحة الليمون 1.8 لتر,5,6295120001424 | 6295120005248 | 6295120011546 | 6295120001479 | 6295120005293
52023,منظف للارضيات لويال بالعود  800 مل,3,6253339102486 | 6253339102493 | 6253339102479
52024,هاي كلين جل بيوتي كلاسيك 500 مل beauty,3,6253807720167 | 6253807720174 | 6253807720150
52027,معطر سيارات روزيرا 10 مل زهري,3,6223005721334 | 6223005721310 | 6223005721303
52030,منظف بيتي أرضيات رائحة الزهور القوة الثلاثية,3,6251120305252 | 6251120305153 | 6251120305207
52031,ملمع زجاج بيتي 750 مل / برائحة الزهور,2,6251120305757 | 6251120305658
52032,منظف بيتي أرضيات بالزهور القوة الثلاثية 1.5,3,6251120305054 | 6251120305009 | 6251120304958
52033,منظف مع معقم 4×1  - صنوبر/ بيتي - 1 لتر,3,6251120305405 | 6251120305351 | 6251120305450
52036,معطر ارضيات سانت موريس 4 لتر,1,7290002814931
52037,معطر بلاط بريرفوم 1 لتر -اخضر,2,7290015381581 | 7290015381390
52043,معجون بلاط العملاق الوان 1000 جرام- ليلكي,4,6253009214174 | 6253009214204 | 6253009214198 | 6253009214181
52044,معجون بلاط العملاق الوان 2000 جرام - ازرق,4,6253009214242 | 6253009214228 | 6253009214235 | 6253009214211
52045,ملمع زجاج جرين كلين 600 مل العملاق - احمر,2,6253009215027 | 6253009215010
52046,معطر كومفرت 1 لتر - ندى الربيع / Comfort,2,6221048600135 | 6221048600159
52047,معطر كومفرت مركز 1.5لتر بالأوركيد و المسك/,3,6281006131309 | 6281006131286 | 6281006131323
52048,منظف أرضيات 3 لتر بونو / BONO - أخضر,3,8681166212531 | 8681166212524 | 8681166212500
52049,منظف و ملمع عام للأسطح و التكلسات 750 مل,3,4002448017684 | 7290101863410 | 7290112001870
52052,منظف ارضيات فرش برائحة الياسمين 4 لتر,2,7290017236964 | 7290017236957
52053,منظف ارضيات فكس برائحة لافندر 4 لتر,2,7290016677409 | 7290016677393
52056,معطر ارضيات اجاكس 2 لتر - ازرق,4,7290000692302 | 7290000692203 | 7290000692210 | 8718951161146
52064,معطر أرضيات 50 مل برائحة نسيم الربيع,2,7245654245640 | 2021080416183
52070,منظف ارضيات نايس ميجا 1 كيلو - NISC,4,6253501832241 | 6250531832258 | 6253501832272 | 6253501832265
52075,منظف بيتي ارضيات سريع 750 مل اللافندر,2,6251120306853 | 6251120306907
52082,معطر فريدا ميست 90 مل بريق Frida mist,9,6224008204602 | 6224008204619 | 6224008204596 | 6224008204534 | 6224008204589 | 6224008204558 | 6224008204565 | 6224008204572 | 6224008204541
52083,,5,6253804493842 | 6253804492715 | 6253804492722 | 6253804492692 | 6253804492708
52093,,2,7290019099130 | 7290019099321
52096,,3,6253005702415 | 6253005702422 | 6253005702408
52097,معطر جو فاسترين  350 مل Fastrin,2,6253803256820 | 6253005700800
52098,,3,6253803255137 | 6253803250125 | 6253803250132
52102,كلور 4 لتر كوين - QUEEN PLUS,1,704001726142
52104,مزيل دهون اسرائيلي 750 مل برائحة الليمون,2,7290019274506 | 7290002814665
52111,,1,6221152042364
52112,,1,7290011011819
52114,,1,6224008677024
52302,,1,6251059000204
52505,جل اكورد لمقعد الحمام بالورد,1,8692730502965
52506,جل بلوك لمقعد الحمام 3 قطعه اخضر,2,8016543004773 | 8016543004780
52507,جهاز بعوض ريد Raid,1,7290016319910
52511,حجر حمام بون فراولة - شريط × 3 قطع,4,7290005479038 | 7290005479052 | 7290001136485 | 7290000287430
52513,حجر حمام سانو بون مسك 3 قطع 4 × 1 Musk,3,7290013268938 | 7290000287409 | 7290000287485
52514,حجر  حمام سانو دبل اكشن 3 قطع 165 جرام,3,7290107280587 | 7290108350500 | 7290107280594
52515,حجر حمام سانو موف شريط 3 قطع 5 × 1,3,7290012116193 | 7290005426971 | 7290005426964
52516,,3,7290108350845 | 7290108350852 | 7290108350869
52519,راجون سوبر سبراي Ragon Spray,1,6223006550025
52529,,7,6971166771087 | 6971166771001 | 6972976000886 | 6974512430270 | 6953937164106 | 6953937155517 | 6974361380030
52531,,1,8699621150502
52537,كلور بونو  4 لتر BONO رائحة الليمون,2,7290004010034 | 7290004010027
52538,كلور جافيل 4 لتر Javel/ ليمون,3,7290000288024 | 7290000294780 | 7290000294773
52544,كلور كلوراج 4 لتر,1,6251637000718
52546,كلوركس 4 لتر بالليمون,3,6221152001569 | 6221152001552 | 6221152001576
52549,ماء نار فلاش سانو زيرو زيرو 1 لتر 00,1,7290012117039
52556,مبيد حشرات ريد للحشرات الزاحفة 300 مل,3,5010182997680 | 7290012803352 | 5010182997253
52559,مبيد حشرات كي 301 -- 300 مل K 301,1,7290107280815
52560,مزيل بقع فانيش 750 مل Vanish,2,7290101864127 | 7290112004413
52568,مزيل دهون جف 750 مل بالليمون,1,6281006140820
52573,مزيل دهون فلاش العملاق 1 لتر,1,6253009212040
52574,مزيل دهون ماجيك ( مزيل عفن ) 1 لتر,2,7290016601336 | 7290016601312
52578,مزيل دهون سانت موريس 750 مل - اسود ليمون,3,7290002814603 | 7290002814870 | 7290002814016
52583,مسلك وفاتح مجاري تسونامي 1 لتر,1,24651752
52588,,5,7290112000798 | 5011417561737 | 7290112000385 | 7290112000408 | 5011417594056
52589,مطهر ديتول بخاخ 750 مل ازرق سماوي,1,7290112000392
52592,مطهر لينول لافندر 700 مل Lenol,3,6251059211952 | 6251059212959 | 6251059210955
52593,معجون بلاط بونو زهور 1.5 كيلو Bono,6,6251059017660 | 6251059016663 | 6251059015666 | 6251059018667 | 6251059020660 | 6251059019664
52594,معطر عام روزيرا كاريزما 250 مل,16,6223005720382 | 6223005720269 | 6223005720368 | 6223005720245 | 6223005720306 | 6223005720290 | 6223005720443 | 6223005720313 | 6223005720337 | 6223005720320 | 6223005720399 | 6223005720375 | 6223005720405 | 6223005720436 | 6223005720351 | 6223005720344
52595,معطر عام فرايدا رائحة النظافة - 480 مل,9,6224008668435 | 6224008668060 | 6224008668091 | 6224008668053 | 6224008668077 | 6223006130005 | 6223006130418 | 6223006130319 | 6224008668084
52596,,1,60008
52597,معطر ملابس واقمشة بونو 500 مل BONO,2,8691582990319 | 8691582990333
52598,معطر ملابس واقمشة سانو فرش قطن 350 مل,2,7290014397897 | 7290014397903
52599,,2,6253501839585 | 6253501839578
52600,ملمع اثاث بليدج 300 مل Pledge,7,6281100870630 | 5000204690057 | 6223001346340 | 6281100872719 | 6281100870166 | 5000204151022 | 5000204151053
52604,ملمع اثاث ماجيك 300 مل,1,7290003976416
52606,ملمع زجاج اكسترا 1 لتر,2,7290100825419 | 7290012767128
52608,ملمع زجاج تيكس مجوز TEX,2,8697427782163 | 8697427782552
52609,,0,
52610,,1,6253804490575
52613,,1,7290001246085
52614,ملمع زجاج وايف روزس 1 لتر Wave Roses,2,7290104932076 | 7290104932069
52618,منظف حمامات هاربك لون ازرق -750 مل,8,5011417539071 | 5900627040104 | 3059941006388 | 5900627040111 | 3059941005671 | 5059001002150 | 7290112006592 | 5908252014064
52619,منظف سجاد لعملاق 1150 جم,1,6253009213542
52627,منظف فلاش زواهر 1 لتر,1,96867419
52629,منظف مقعد للمرحاض بالصنوبر بيتي 750 مل,2,6251120306259 | 6251120306204
52632,منظف مرحاض سود زهور 700 مل,2,7290100924563 | 7290100924570
52639,,1,60017
52641,,1,6925125255415
52643,سبري شو للاحذية للازرق الداكن,6,8698623900979 | 8698623900962 | 8698623900290 | 8698623900894 | 8698623900931 | 8698623900283
52644,ملمع احذية سلفر بني 50 مل + فرشاة,2,8690757232506 | 8690757202509
52645,ملمع احذية سلفر سائل بني 75 مل,2,6225000186712 | 8690757001058
52647,ملمع احذية سمارت سائل للون البني,1,8697422821942
52648,,1,8698623900078
52649,ملمع احذية شو 75 مل للون الاحمر,2,8698623900900 | 8698623900917
52652,ملمع احذية فيلو اجميع الالوان سائل,2,8697422820624 | 8697422820617
52653,ملمع احذية كيوي للون البني,4,5000204662160 | 5000204659054 | 5000204657913 | 5000204657883
52665,,1,8684000830199
52669,,1,6253804494146
52670,معطر أرضيات مسك 3×1  أزرق / 1000 مل,3,6253804493248 | 6253804491725 | 6253804491756
52678,فيت كريم لازالة الشعر  البشرة الحساسه,2,5000146980353 | 5000309002755
52685,,2,7290001245705 | 7290001246504
52688,حجر حمام سانو قطعة Design,1,7290108353488
52690,مطهر و معقم مركز بيتي  - لافندر / 500مل,3,6251120304354 | 6251120304408 | 6251120304309
52691,منظف مقعد مرحاض بالصنوبر - بيتي 750 مل,1,6251120306259
52700,منظف عام سانت موريس 1 لتر - بخاخ احمر,2,7290019750451 | 7290001713150
52711,منظف مرحاض سلوت سانت موريس 750 مل,2,7290002814023 | 7290001713587
52715,حجر حمام سانت موريس ليمون Bubbles,2,7290002814900 | 7290002814825
52716,حجر حمام سانت موريس 3 قطع - اصفر,1,7290002814849
52718,سبتول بخاخ مطهر عام ليمون 500 مل,3,6251059226147 | 6251059225140 | 6251059224143
52721,كلور جل 4 لتر / تركيز 3% / لافندر,0,
52730,كفات الوفيرا جلد سمول - SMALL - ALOE,3,6935673035612 | 6935673035629 | 6935673035636
52732,حجر حمام فوكس 3 قطع ازرق - FOCUS,2,7290010711451 | 7290010711468
52739,ديتول ارضيات 1.5 لتر (Maxi Pack) - ازرق,2,5410036501207 | 5410036501184
52745,اسفنج سلفر للاحذية لجميع الالوان بزيت اللوز,1,8690757001980
52756,,3,2005408408302 | 20681418 | 6253803253263
52762,هاي جل 70% كحول 100 مل ريفان - rivan,2,200540840358 | 7290113240445
52787,مزيل دهون و بقع مستعصية ليون 1لتر,3,2002848294441 | 2002848294243 | 2002848294434
52791,حجر حمام اكستر 2*1 مجوز - لافندر بنفسجي,1,7290106263352
52799,ماء نار نايس 1 لتر - NICE,1,2005998715622
52803,معطر ملابس بدين 4 لتر بنفسجي,3,7290008330107 | 7290000342856 | 7290000339566
52819,مطهر ومنظف كلوريكس 500 مل CLOROX,2,6221152091010 | 6221152091058
52833,هايبكس معطر و ملمع لجميع الاسطح 1 لتر,3,6253500760989 | 6253500760972 | 6253500760996
52835,حجر حمام 5 ف 1 محيطات,3,7290106265226 | 7290106265233 | 7290106265219
52842,مزيل بقع أوكسي بور 4لتر للغسيل الأبيض/OXY,2,7290003976782 | 7290003976775
52848,مزيل دهون 1 لتر  Vvivit,2,202101240024 | 2021012400242
52856,منظف عام للاسطح بيتي 750 مل - تفاح,2,6251120305856 | 6251120305801
52858,منظف فريدا فلور 2 لتر - FRIDA FLOOR --,6,6224008204732 | 6224008204756 | 6224008204725 | 6224008204749 | 6224008204695 | 6224008204701
52859,مزيل دهون ال سي  750 مل,1,7290011011604
52866,ملمع بلاط سانت موريس 2.5 لتر,2,7290001713228 | 7290001713211
